subjectID,wave,run1,run2,run3,run4
DEV155,1,48,48,48,48
DEV155,2,48,48,48,48
DEV156,1,48,48,48,48
DEV156,2,48,48,48,48
DEV157,1,48,48,48,48
DEV157,2,48,48,48,48
DEV158,1,48,48,48,48
DEV158,2,48,48,48,48
DEV159,1,48,48,48,48
DEV159,2,48,48,48,48
DEV161,1,48,48,48,48
DEV161,2,48,48,48,48
DEV163,1,48,48,48,48
DEV163,2,48,48,48,48
DEV164,1,48,48,48,48
DEV164,2,48,48,48,48
DEV166,1,48,48,48,48
DEV166,2,,,,
DEV167,1,48,48,48,48
DEV167,2,48,48,48,48
DEV168,1,48,48,48,48
DEV168,2,,,,
DEV169,1,48,48,48,48
DEV169,2,,,,
DEV170,1,48,48,48,48
DEV170,2,,,,
DEV171,1,48,48,48,48
DEV171,2,,,,
DEV172,1,48,3,48,48
DEV172,2,,,,
DEV173,1,48,48,48,48
DEV173,2,,,,
DEV174,1,48,48,48,48
DEV174,2,,,,
DEV176,1,48,48,48,48
DEV176,2,,,,
DEV177,1,48,48,48,48
DEV177,2,48,48,48,48
DEV178,1,48,48,48,48
DEV178,2,48,48,48,48
DEV179,1,48,48,48,48
DEV179,2,48,48,48,48
DEV180,1,48,48,48,48
DEV180,2,48,48,48,48
DEV181,1,48,48,48,48
DEV181,2,48,48,48,48
DEV182,1,48,48,48,48
DEV182,2,48,48,48,48
DEV183,1,48,48,48,48
DEV183,2,48,48,48,48
DEV185,1,48,48,48,48
DEV185,2,48,48,48,48
DEV186,1,48,48,48,48
DEV186,2,48,48,48,48
DEV187,1,48,48,48,48
DEV187,2,48,48,48,48
DEV189,1,48,48,48,48
DEV189,2,48,48,48,48
DEV190,1,48,48,48,48
DEV190,2,48,48,48,48
DEV191,1,48,48,48,48
DEV191,2,48,48,48,48
DEV192,1,48,48,48,48
DEV192,2,48,48,48,48
DEV193,1,48,48,48,48
DEV193,2,48,48,48,48
DEV194,1,48,48,48,48
DEV194,2,48,48,48,48
DEV195,1,48,48,48,48
DEV195,2,48,48,48,48
DEV196,1,48,48,48,48
DEV196,2,48,48,48,48
DEV197,1,48,48,48,48
DEV197,2,48,48,48,48
DEV198,1,48,48,48,48
DEV198,2,48,48,48,48
DEV199,1,48,48,48,48
DEV199,2,48,48,48,48
DEV200,1,48,48,48,48
DEV200,2,48,48,48,48
DEV201,1,48,48,48,48
DEV201,2,,,,
DEV202,1,48,48,48,48
DEV202,2,,,,
DEV203,1,48,48,48,48
DEV203,2,48,48,48,48
DEV204,1,48,48,48,48
DEV204,2,48,48,48,48
DEV205,1,48,48,48,48
DEV205,2,48,48,48,48
DEV206,1,48,48,48,48
DEV206,2,48,48,48,48
DEV207,1,48,48,,
DEV207,2,48,48,48,48
DEV208,1,48,48,48,48
DEV208,2,48,48,48,48
DEV209,1,48,48,48,48
DEV209,2,,,,
DEV211,1,48,48,48,48
DEV211,2,,,,
